utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_030157,SIM,2;02.15,SIM,samo edin.,"['samo', 'edin', '.']","['samo', 'edin', '.']","['samo', 'edin']",2,Само един.,"['само', 'един']",Само един .,Само един .,,само един
UTT_043243,TEF,2;03.24,TEF,ne pibax [: pribrax] !,"['ne', 'pribrax', '!']","['ne', 'pribrax', '!']","['ne', 'pribrax']",2,Не пибаx [: прибраx] !,"['не', 'пибаx', 'прибраx']",Не пибаx !,Не прибраx !,,не прибраx
UTT_005691,ALE,2;02.24,ALE,otkadnax [: otkradnax] gi .,"['otkradnax', 'gi', '.']","['otkradnax', 'gi', '.']","['otkradnax', 'gi']",2,Откаднаx [: откраднаx] ги .,"['откаднаx', 'откраднаx', 'ги']",Откаднаx ги .,откраднаx ги .,,откраднаx ги
UTT_027511,SIM,1;10.23,SIM,risuva tezi molivki [: molivi] .,"['risuva', 'tezi', 'molivi', '.']","['risuva', 'tezi', 'molivi', '.']","['risuva', 'tezi', 'molivi']",3,Рисува тези моливки [: моливи] .,"['рисува', 'тези', 'моливки', 'моливи']",Рисува тези моливки .,Рисува тези моливи .,,рисува тези моливи
UTT_027636,SIM,1;11.02,SIM,"otivam a gazina [: magazina] a kolikata [: kolichkata], eto oshte ima tri orexcheta .","['otivam', 'a', 'magazina', 'a', 'kolichkata', ',', 'eto', 'oshte', 'ima', 'tri', 'orexcheta', '.']","['otivam', 'a', 'magazina', 'a', 'kolichkata', ',', 'eto', 'oshte', 'ima', 'tri', 'orexcheta', '.']","['otivam', 'a', 'magazina', 'a', 'kolichkata', 'eto', 'oshte', 'ima', 'tri', 'orexcheta']",10,"Отивам а газина [: магазина] а коликата [: количката], ето още има три ореxчета .","['отивам', 'а', 'газина', 'магазина', 'а', 'коликата', 'количката', 'ето', 'още', 'има', 'три', 'ореxчета']","Отивам а газина а коликата , ето още има три ореxчета .",Отивам а магазина а количката ето още има три ореxчета .,,отивам а магазина а количката ето още има три ореxчета
UTT_032195,SIM,2;05.22,SIM,"mamo, mama zabravila Monchi.","['mamo', ',', 'mama', 'zabravila', 'Monchi', '.']","['mamo', ',', 'mama', 'zabravila', 'monchi', '.']","['mamo', 'mama', 'zabravila', 'monchi']",4,"Мамо, мама забравила мончи.","['мамо', 'мама', 'забравила', 'мончи']","Мамо , мама забравила мончи .","Мамо , мама забравила мончи .",,мамо мама забравила мончи
UTT_009614,BOG,2;03.06,BOG,Tam tivaj [: otivaj] tam !,"['Tam', 'otivaj', 'tam', '!']","['tam', 'otivaj', 'tam', '!']","['tam', 'otivaj', 'tam']",3,Там тивай [: отивай] там !,"['там', 'тивай', 'отивай', 'там']",Там тивай там !,Там отивай там !,,там отивай там
UTT_001617,ALE,1;06.21,ALE,Miki Maus .,"['Miki', 'Maus', '.']","['miki', 'maus', '.']","['miki', 'maus']",2,Мики маус .,"['мики', 'маус']",Мики маус .,Мики маус .,,мики маус
UTT_035841,SIM,2;09.24,SIM,vsichkite koli.,"['vsichkite', 'koli', '.']","['vsichkite', 'koli', '.']","['vsichkite', 'koli']",2,Всичките коли.,"['всичките', 'коли']",Всичките коли .,Всичките коли .,,всичките коли
UTT_003806,ALE,1;09.19,ALE,"kotence, tova e kotence .","['kotence', ',', 'tova', 'e', 'kotence', '.']","['kotence', ',', 'tova', 'e', 'kotence', '.']","['kotence', 'tova', 'e', 'kotence']",4,"Котенце, това е котенце .","['котенце', 'това', 'е', 'котенце']","Котенце , това е котенце .","Котенце , това е котенце .",,котенце това е котенце
UTT_027743,SIM,1;11.04,SIM,"malko tidem [: otidem] Gacito [: Gracito], bati, chinka .","['malko', 'otidem', 'Gracito', ',', 'bati', ',', 'chinka', '.']","['malko', 'otidem', 'gracito', ',', 'bati', ',', 'chinka', '.']","['malko', 'otidem', 'gracito', 'bati', 'chinka']",5,"Малко тидем [: отидем] гацито [: грацито], бати, чинка .","['малко', 'тидем', 'отидем', 'гацито', 'грацито', 'бати', 'чинка']","Малко тидем гацито , бати , чинка .","Малко отидем грацито бати , чинка .",,малко отидем грацито бати чинка
UTT_026506,SIM,1;09.29,SIM,"hrup, hrup .","['hrup', ',', 'hrup', '.']","['hrup', ',', 'hrup', '.']","['hrup', 'hrup']",2,"Хруп, хруп .","['хруп', 'хруп']","Хруп , хруп .","Хруп , хруп .",,хруп хруп
UTT_015830,ELI,1;06.09,ELI,"o-p, o-p, o-p .","['o-p', ',', 'o-p', ',', 'o-p', '.']","['o-p', ',', 'o-p', ',', 'o-p', '.']","['o-p', 'o-p', 'o-p']",3,"О-п, о-п, о-п .","['о-п', 'о-п', 'о-п']","О-п , о-п , о-п .","О-п , о-п , о-п .",,о п о п о п
UTT_035574,SIM,2;09.10,SIM,tova e na pak na tati.,"['tova', 'e', 'na', 'pak', 'na', 'tati', '.']","['tova', 'e', 'na', 'pak', 'na', 'tati', '.']","['tova', 'e', 'na', 'pak', 'na', 'tati']",6,Това е на пак на тати.,"['това', 'е', 'на', 'пак', 'на', 'тати']",Това е на пак на тати .,Това е на пак на тати .,,това е на пак на тати
UTT_026123,SIM,1;09.21,SIM,"tuka, ej tuka .","['tuka', ',', 'ej', 'tuka', '.']","['tuka', ',', 'ej', 'tuka', '.']","['tuka', 'ej', 'tuka']",3,"Тука, ей тука .","['тука', 'ей', 'тука']","Тука , ей тука .","Тука , ей тука .",,тука ей тука
UTT_033888,SIM,2;06.26,SIM,"raboti, ama mojto se e schupilo.","['raboti', ',', 'ama', 'mojto', 'se', 'e', 'schupilo', '.']","['raboti', ',', 'ama', 'mojto', 'se', 'e', 'schupilo', '.']","['raboti', 'ama', 'mojto', 'se', 'e', 'schupilo']",6,"Работи, ама мойто се е счупило.","['работи', 'ама', 'мойто', 'се', 'е', 'счупило']","Работи , ама мойто се е счупило .","Работи , ама мойто се е счупило .",,работи ама мойто се е счупило
UTT_036839,SIM,2;11.22,SIM,"opa, tuka maj njama da se sybere.","['opa', ',', 'tuka', 'maj', 'njama', 'da', 'se', 'sybere', '.']","['opa', ',', 'tuka', 'maj', 'njama', 'da', 'se', 'sybere', '.']","['opa', 'tuka', 'maj', 'njama', 'da', 'se', 'sybere']",7,"Опа, тука май няма да се събере.","['опа', 'тука', 'май', 'няма', 'да', 'се', 'събере']","Опа , тука май няма да се събере .","Опа , тука май няма да се събере .",,опа тука май няма да се събере
UTT_032324,SIM,2;05.28,SIM,"but, but, but.","['but', ',', 'but', ',', 'but', '.']","['but', ',', 'but', ',', 'but', '.']","['but', 'but', 'but']",3,"Бут, бут, бут.","['бут', 'бут', 'бут']","Бут , бут , бут .","Бут , бут , бут .",,бут бут бут
UTT_036351,SIM,2;10.07,SIM,"bebe, bebe, synlivo bebe, synlivo bebe, bebe, bebe, bebe.","['bebe', ',', 'bebe', ',', 'synlivo', 'bebe', ',', 'synlivo', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'synlivo', 'bebe', ',', 'synlivo', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'synlivo', 'bebe', 'synlivo', 'bebe', 'bebe', 'bebe', 'bebe']",9,"Бебе, бебе, сънливо бебе, сънливо бебе, бебе, бебе, бебе.","['бебе', 'бебе', 'сънливо', 'бебе', 'сънливо', 'бебе', 'бебе', 'бебе', 'бебе']","Бебе , бебе , сънливо бебе , сънливо бебе , бебе , бебе , бебе .","Бебе , бебе , сънливо бебе , сънливо бебе , бебе , бебе , бебе .",,бебе бебе сънливо бебе сънливо бебе бебе бебе бебе
UTT_032430,SIM,2;05.28,SIM,ne zvynjal.,"['ne', 'zvynjal', '.']","['ne', 'zvynjal', '.']","['ne', 'zvynjal']",2,Не звънял.,"['не', 'звънял']",Не звънял .,Не звънял .,,не звънял
UTT_016304,ELI,1;06.17,ELI,"lja [: ela], lja [: ela] !","['ela', ',', 'ela', '!']","['ela', ',', 'ela', '!']","['ela', 'ela']",2,"Ля [: ела], ля [: ела] !","['ля', 'ела', 'ля', 'ела']","Ля , ля !",ела ела !,,ела ела
UTT_036748,SIM,2;11.22,SIM,drugata lyzhichka na Kalojancho.,"['drugata', 'lyzhichka', 'na', 'Kalojancho', '.']","['drugata', 'lyzhichka', 'na', 'kalojancho', '.']","['drugata', 'lyzhichka', 'na', 'kalojancho']",4,Другата лъжичка на калоянчо.,"['другата', 'лъжичка', 'на', 'калоянчо']",Другата лъжичка на калоянчо .,Другата лъжичка на калоянчо .,,другата лъжичка на калоянчо
UTT_015861,ELI,1;06.09,ELI,njama go .,"['njama', 'go', '.']","['njama', 'go', '.']","['njama', 'go']",2,Няма го .,"['няма', 'го']",Няма го .,Няма го .,,няма го
UTT_027143,SIM,1;10.12,SIM,"alo, bebcho, obyrni .","['alo', ',', 'bebcho', ',', 'obyrni', '.']","['alo', ',', 'bebcho', ',', 'obyrni', '.']","['alo', 'bebcho', 'obyrni']",3,"Ало, бебчо, обърни .","['ало', 'бебчо', 'обърни']","Ало , бебчо , обърни .","Ало , бебчо , обърни .",,ало бебчо обърни
UTT_006717,ALE,2;03.12,ALE,zashtoto ti si edna prokletnica .,"['zashtoto', 'ti', 'si', 'edna', 'prokletnica', '.']","['zashtoto', 'ti', 'si', 'edna', 'prokletnica', '.']","['zashtoto', 'ti', 'si', 'edna', 'prokletnica']",5,Защото ти си една проклетница .,"['защото', 'ти', 'си', 'една', 'проклетница']",Защото ти си една проклетница .,Защото ти си една проклетница .,,защото ти си една проклетница
UTT_002551,ALE,1;07.20,ALE,mamo na ti go .,"['mamo', 'na', 'ti', 'go', '.']","['mamo', 'na', 'ti', 'go', '.']","['mamo', 'na', 'ti', 'go']",4,Мамо на ти го .,"['мамо', 'на', 'ти', 'го']",Мамо на ти го .,Мамо на ти го .,,мамо на ти го
UTT_017931,ELI,1;07.08,ELI,"e, e .","['e', ',', 'e', '.']","['e', ',', 'e', '.']","['e', 'e']",2,"Е, е .","['е', 'е']","Е , е .","Е , е .",,е е
UTT_032756,SIM,2;06.00,SIM,vizh kolko e krasiva!,"['vizh', 'kolko', 'e', 'krasiva!']","['vizh', 'kolko', 'e', 'krasiva!']","['vizh', 'kolko', 'e', 'krasiva!']",4,Виж колко е красива!,"['виж', 'колко', 'е', 'красива']",Виж колко е красива !,Виж колко е красива !,,виж колко е красива
UTT_031759,SIM,2;05.01,SIM,toj mi dava.,"['toj', 'mi', 'dava', '.']","['toj', 'mi', 'dava', '.']","['toj', 'mi', 'dava']",3,Той ми дава.,"['той', 'ми', 'дава']",Той ми дава .,Той ми дава .,,той ми дава
UTT_040439,TEF,2;00.09,TEF,koj gaden [: gladen] ?,"['koj', 'gladen', '?']","['koj', 'gladen', '?']","['koj', 'gladen']",2,Кой гаден [: гладен] ?,"['кой', 'гаден', 'гладен']",Кой гаден ?,Кой гладен ?,,кой гладен
UTT_033547,SIM,2;06.19,SIM,ti shte go iztyrvesh.,"['ti', 'shte', 'go', 'iztyrvesh', '.']","['ti', 'shte', 'go', 'iztyrvesh', '.']","['ti', 'shte', 'go', 'iztyrvesh']",4,Ти ще го изтървеш.,"['ти', 'ще', 'го', 'изтървеш']",Ти ще го изтървеш .,Ти ще го изтървеш .,,ти ще го изтървеш
UTT_035908,SIM,2;09.26,SIM,tja mi gi dada [: dade].,"['tja', 'mi', 'gi', 'dade', '.']","['tja', 'mi', 'gi', 'dade', '.']","['tja', 'mi', 'gi', 'dade']",4,Тя ми ги дада [: даде].,"['тя', 'ми', 'ги', 'дада', 'даде']",Тя ми ги дада .,Тя ми ги даде,,тя ми ги даде
UTT_035531,SIM,2;09.10,SIM,"iska, be!","['iska', ',', 'be!']","['iska', ',', 'be!']","['iska', 'be!']",2,"Иска, бе!","['иска', 'бе']","Иска , бе !","Иска , бе !",,иска бе
UTT_038517,TEF,1;11.04,TEF,ajde tiva [: otiva] !,"['ajde', 'otiva', '!']","['ajde', 'otiva', '!']","['ajde', 'otiva']",2,Айде тива [: отива] !,"['айде', 'тива', 'отива']",Айде тива !,Айде отива !,,айде отива
UTT_026446,SIM,1;09.25,SIM,"eej, tam, balonite .","['eej', ',', 'tam', ',', 'balonite', '.']","['eej', ',', 'tam', ',', 'balonite', '.']","['eej', 'tam', 'balonite']",3,"Еей, там, балоните .","['еей', 'там', 'балоните']","Еей , там , балоните .","Еей , там , балоните .",,еей там балоните
UTT_029898,SIM,2;02.07,SIM,"gladi, gladi, gladi.","['gladi', ',', 'gladi', ',', 'gladi', '.']","['gladi', ',', 'gladi', ',', 'gladi', '.']","['gladi', 'gladi', 'gladi']",3,"Глади, глади, глади.","['глади', 'глади', 'глади']","Глади , глади , глади .","Глади , глади , глади .","Глади , глади , глади .",глади глади глади
UTT_040648,TEF,,TEF,tetito kakata !,"['tetito', 'kakata', '!']","['tetito', 'kakata', '!']","['tetito', 'kakata']",2,Тетито каката !,"['тетито', 'каката']",Тетито каката !,Тетито каката !,,тетито каката
UTT_035765,SIM,2;09.18,SIM,"sopol, losh sopol, losh, losh, losh sopol.","['sopol', ',', 'losh', 'sopol', ',', 'losh', ',', 'losh', ',', 'losh', 'sopol', '.']","['sopol', ',', 'losh', 'sopol', ',', 'losh', ',', 'losh', ',', 'losh', 'sopol', '.']","['sopol', 'losh', 'sopol', 'losh', 'losh', 'losh', 'sopol']",7,"Сопол, лош сопол, лош, лош, лош сопол.","['сопол', 'лош', 'сопол', 'лош', 'лош', 'лош', 'сопол']","Сопол , лош сопол , лош , лош , лош сопол .","Сопол , лош сопол , лош , лош , лош сопол .",,сопол лош сопол лош лош лош сопол
UTT_029171,SIM,2;01.05,SIM,"daj mi obuvkite, mamo.","['daj', 'mi', 'obuvkite', ',', 'mamo', '.']","['daj', 'mi', 'obuvkite', ',', 'mamo', '.']","['daj', 'mi', 'obuvkite', 'mamo']",4,"Дай ми обувките, мамо.","['дай', 'ми', 'обувките', 'мамо']","Дай ми обувките , мамо .","Дай ми обувките , мамо .",,дай ми обувките мамо
UTT_029488,SIM,2;01.12,SIM,"bebe, bebe, bebe, bebe, bebe, bebe.","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'bebe', 'bebe', 'bebe', 'bebe']",6,"Бебе, бебе, бебе, бебе, бебе, бебе.","['бебе', 'бебе', 'бебе', 'бебе', 'бебе', 'бебе']","Бебе , бебе , бебе , бебе , бебе , бебе .","Бебе , бебе , бебе , бебе , бебе , бебе .",,бебе бебе бебе бебе бебе бебе
UTT_025192,SIM,1;09.04,SIM,slozhi glavikata [: glavichkata] .,"['slozhi', 'glavichkata', '.']","['slozhi', 'glavichkata', '.']","['slozhi', 'glavichkata']",2,Сложи главиката [: главичката] .,"['сложи', 'главиката', 'главичката']",Сложи главиката .,Сложи главичката .,Сложи главичката .,сложи главичката
UTT_032434,SIM,2;05.28,SIM,tati izobshto ne mi e zvynjal.,"['tati', 'izobshto', 'ne', 'mi', 'e', 'zvynjal', '.']","['tati', 'izobshto', 'ne', 'mi', 'e', 'zvynjal', '.']","['tati', 'izobshto', 'ne', 'mi', 'e', 'zvynjal']",6,Тати изобщо не ми е звънял.,"['тати', 'изобщо', 'не', 'ми', 'е', 'звънял']",Тати изобщо не ми е звънял .,Тати изобщо не ми е звънял .,,тати изобщо не ми е звънял
